dataset_idx,dataset,run,ref_method,target_fnum,target_fratio,was_filled
8.0,Bioresponse,38,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,68.0,0.0382882882882882,False
8.0,Bioresponse,39,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,90.0,0.0506756756756756,False
8.0,Bioresponse,40,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,50.0,0.0281531531531531,False
9.0,Colon,1,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,2,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,9.0,0.0045,False
9.0,Colon,3,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,4,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,21.0,0.0105,False
9.0,Colon,5,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,6,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,8.0,0.004,False
9.0,Colon,7,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,25.0,0.0125,False
9.0,Colon,8,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.01,False
9.0,Colon,9,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,12.0,0.006,False
9.0,Colon,10,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,11,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,12,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,19.0,0.0095,False
9.0,Colon,13,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,10.0,0.005,False
9.0,Colon,14,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,8.0,0.004,False
9.0,Colon,15,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,12.0,0.006,False
9.0,Colon,16,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,13.0,0.0065,False
9.0,Colon,17,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,10.0,0.005,False
9.0,Colon,18,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,9.0,0.0045,False
9.0,Colon,19,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,20,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,13.0,0.0065,False
9.0,Colon,21,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,9.0,0.0045,False
9.0,Colon,22,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,10.0,0.005,False
9.0,Colon,23,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,12.0,0.006,False
9.0,Colon,24,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,8.0,0.004,False
9.0,Colon,25,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,10.0,0.005,False
9.0,Colon,26,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,27,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,28,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,10.0,0.005,False
9.0,Colon,29,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,12.0,0.006,False
9.0,Colon,30,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,10.0,0.005,False
9.0,Colon,31,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,10.0,0.005,False
9.0,Colon,32,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,15.0,0.0075,False
9.0,Colon,33,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,9.0,0.0045,False
9.0,Colon,34,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,9.0,0.0045,False
9.0,Colon,35,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,13.0,0.0065,False
9.0,Colon,36,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,9.0,0.0045,False
9.0,Colon,37,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,11.0,0.0055,False
9.0,Colon,38,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,13.0,0.0065,False
9.0,Colon,39,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,12.0,0.006,False
9.0,Colon,40,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,9.0,0.0045,False
10.0,Pie10p,1,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.012396694214876,False
10.0,Pie10p,2,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,24.0,0.0099173553719008,False
10.0,Pie10p,3,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,21.0,0.0086776859504132,False
10.0,Pie10p,4,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0115702479338842,False
10.0,Pie10p,5,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0082644628099173,False
10.0,Pie10p,6,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,31.0,0.0128099173553719,False
10.0,Pie10p,7,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.009090909090909,False
10.0,Pie10p,8,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0082644628099173,False
10.0,Pie10p,9,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,31.0,0.0128099173553719,True
10.0,Pie10p,10,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,29.0,0.0119834710743801,False
10.0,Pie10p,11,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,27.0,0.0111570247933884,False
10.0,Pie10p,12,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0107438016528925,False
10.0,Pie10p,13,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,24.0,0.0099173553719008,False
10.0,Pie10p,14,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,27.0,0.0111570247933884,False
10.0,Pie10p,15,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,21.0,0.0086776859504132,False
10.0,Pie10p,16,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,23.0,0.0095041322314049,False
10.0,Pie10p,17,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0107438016528925,False
10.0,Pie10p,18,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0107438016528925,False
10.0,Pie10p,19,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.012396694214876,False
10.0,Pie10p,20,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,19.0,0.0078512396694214,False
10.0,Pie10p,21,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0115702479338842,False
10.0,Pie10p,22,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0115702479338842,False
10.0,Pie10p,23,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0115702479338842,False
10.0,Pie10p,24,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,35.0,0.0144628099173553,False
10.0,Pie10p,25,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,23.0,0.0095041322314049,False
10.0,Pie10p,26,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0107438016528925,False
10.0,Pie10p,27,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0082644628099173,False
10.0,Pie10p,28,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,25.0,0.0103305785123966,False
10.0,Pie10p,29,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0107438016528925,False
10.0,Pie10p,30,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0107438016528925,False
10.0,Pie10p,31,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0082644628099173,False
10.0,Pie10p,32,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,19.0,0.0078512396694214,False
10.0,Pie10p,33,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,35.0,0.0144628099173553,False
10.0,Pie10p,34,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,25.0,0.0103305785123966,False
10.0,Pie10p,35,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0115702479338842,False
10.0,Pie10p,36,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,21.0,0.0086776859504132,False
10.0,Pie10p,37,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0107438016528925,False
10.0,Pie10p,38,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,15.0,0.006198347107438,False
10.0,Pie10p,39,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,21.0,0.0086776859504132,False
10.0,Pie10p,40,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,31.0,0.0128099173553719,False
12.0,Gisette,1,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,34.0,0.0068,False
12.0,Gisette,2,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0056,False
12.0,Gisette,3,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,34.0,0.0068,False
12.0,Gisette,4,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,32.0,0.0064,False
12.0,Gisette,5,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0052,False
12.0,Gisette,6,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,32.0,0.0064,False
12.0,Gisette,7,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,36.0,0.0072,False
12.0,Gisette,8,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,40.0,0.008,False
12.0,Gisette,9,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,34.0,0.0068,False
12.0,Gisette,10,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.006,False
12.0,Gisette,11,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,34.0,0.0068,False
12.0,Gisette,12,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0056,False
12.0,Gisette,13,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,32.0,0.0064,False
12.0,Gisette,14,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0052,False
12.0,Gisette,15,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0056,False
12.0,Gisette,16,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,40.0,0.008,False
12.0,Gisette,17,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,40.0,0.008,False
12.0,Gisette,18,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,42.0,0.0084,False
12.0,Gisette,19,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0044,False
12.0,Gisette,20,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,40.0,0.008,False
12.0,Gisette,21,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.006,False
12.0,Gisette,22,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.006,False
12.0,Gisette,23,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,32.0,0.0064,False
12.0,Gisette,24,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,36.0,0.0072,False
12.0,Gisette,25,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,38.0,0.0076,False
12.0,Gisette,26,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,36.0,0.0072,False
12.0,Gisette,27,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,38.0,0.0076,False
12.0,Gisette,28,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0056,False
12.0,Gisette,29,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,38.0,0.0076,False
12.0,Gisette,30,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,24.0,0.0048,False
12.0,Gisette,31,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.006,False
12.0,Gisette,32,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0052,False
12.0,Gisette,33,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0052,False
12.0,Gisette,34,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.006,False
12.0,Gisette,35,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0056,False
12.0,Gisette,36,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,40.0,0.008,False
12.0,Gisette,37,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0052,False
12.0,Gisette,38,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.006,False
12.0,Gisette,39,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,38.0,0.0076,False
12.0,Gisette,40,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0044,False
13.0,Tox_171,1,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,26.0,0.0045233124565066,False
13.0,Tox_171,2,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,3,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,15.0,0.0026096033402922,False
13.0,Tox_171,4,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,16.0,0.0027835768963117,False
13.0,Tox_171,5,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,24.0,0.0041753653444676,False
13.0,Tox_171,6,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,7,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,8,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,18.0,0.0031315240083507,False
13.0,Tox_171,9,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,10,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,11,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,12,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,24.0,0.0041753653444676,False
13.0,Tox_171,13,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,18.0,0.0031315240083507,False
13.0,Tox_171,14,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,29.0,0.005045233124565,False
13.0,Tox_171,15,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,16.0,0.0027835768963117,False
13.0,Tox_171,16,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,21.0,0.0036534446764091,False
13.0,Tox_171,17,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,16.0,0.0027835768963117,False
13.0,Tox_171,18,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,32.0,0.0055671537926235,False
13.0,Tox_171,19,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,15.0,0.0026096033402922,False
13.0,Tox_171,20,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,21,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,22,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0048712595685455,False
13.0,Tox_171,23,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,18.0,0.0031315240083507,False
13.0,Tox_171,24,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,25,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,26,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,24.0,0.0041753653444676,False
13.0,Tox_171,27,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,30.0,0.0052192066805845,False
13.0,Tox_171,28,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,23.0,0.0040013917884481,False
13.0,Tox_171,29,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,30,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,31,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,32,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,33,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,34,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,35,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,28.0,0.0048712595685455,False
13.0,Tox_171,36,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,18.0,0.0031315240083507,False
13.0,Tox_171,37,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,38,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,20.0,0.0034794711203897,False
13.0,Tox_171,39,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,22.0,0.0038274182324286,False
13.0,Tox_171,40,GBFS_enhanced__init_probabilistic__ks_rc_greedy__post_buddy,29.0,0.005045233124565,False